training_losses,validation_losses
0.6105908197595619,0.6097450006830817
0.6105302436247255,0.6097449731573256
0.6105302436247255,0.6097449046081036
0.6105302436231086,0.6097449045304933
0.6105302436231086,0.6097449045304933
0.6105302436231086,0.6097449045304933
0.6105302436231086,0.6097449045304933
0.6105302436231086,0.6097449045304933
0.6105302436231086,0.609744904601636
0.6105302436231086,0.6097449045304933
0.6105302436231086,0.6097449045304933
0.6105302436231086,0.6097449045304933
0.6105302436231086,0.6097449045304933
0.6105302436231086,0.6097449045304933
0.6105302436231086,0.6097449045304933
0.6105302436231086,0.6097449082234461
0.6105302436231086,0.6097449045304933
0.6105302436231086,0.6097449045304933
0.6105302436231086,0.6097449045304933
0.6105302436231086,0.6097449082234461
0.6105302436231086,0.609744904601636
0.6105302436231086,0.6097449045304933
0.6105302436231086,0.6097449045304933
0.6105302436231086,0.6097449045304933
0.6105302436231086,0.6097449046081036
0.6105302436231086,0.6097449045304933
0.6105302436231086,0.6097449046210386
0.6105302436231086,0.6097449045304933
0.6105302436231086,0.6097449045304933
0.6105302436231086,0.6097449045304933
0.6105302436231086,0.6097449045304933
0.6105302436231086,0.6097449045304933
0.6105302436231086,0.6097449045304933
0.6105302436231086,0.6097449045304933
0.6105302436231086,0.6097449045304933
0.6105302436231086,0.6097449045304933
0.6105302436231086,0.6097449045304933
0.6105302436231086,0.6097449082234461
0.6105302436231086,0.6097449045304933
0.6105302436231086,0.6097449045304933
0.6105302436231086,0.6097449045304933
0.6105302436231086,0.6097449045304933
0.6105302436231086,0.6097449046081036
0.6105302436231086,0.6097449045304933
0.6105302436231086,0.6097449045304933
0.6105302436231086,0.6097449045304933
0.6105302436231086,0.6097449045304933
0.6105302436231086,0.6097449045304933
0.6105302436231086,0.6097449045304933
0.6105302436231086,0.6097449045304933
0.6105302436231086,0.6097449045304933
0.6105302436231086,0.6097449045304933
0.6105302436231086,0.6097449045304933
0.6105302436231086,0.609744904601636
0.6105302436231086,0.6097449045304933
0.6105302436231086,0.6097449045304933
0.6105302436231086,0.6097449045304933
0.6105302436231086,0.6097449045304933
0.6105302436231086,0.6097449045304933
0.6105302436231086,0.6097449045304933
0.6105302436231086,0.6097449045304933
0.6105302436231086,0.6097449045304933
0.6105302436231086,0.6097449045304933
0.6105302436231086,0.6097449045304933
0.6105302436231086,0.6097449045304933
0.6105302436231086,0.6097449045304933
0.6105302436231086,0.6097449045304933
0.6105302436231086,0.6097449045304933
0.6105302436231086,0.6097449045304933
0.6105302436231086,0.6097449045304933
0.6105302436231086,0.6097449045304933
0.6105302436231086,0.6097449045304933
0.6105302436231086,0.6097449075249541
0.6105302436231086,0.6097449045304933
0.6105302436231086,0.6097449045304933
0.6105302436231086,0.6097449045304933
0.6105302436231086,0.6097449075249541
0.6105302436231086,0.6097449045304933
0.6105302436231086,0.6097449045304933
0.6105302436231086,0.6097449045304933
0.6105302436231086,0.609744908197576
0.6105302436231086,0.6097449045304933
0.6105302436231086,0.6097449045304933
0.6105302436231086,0.6097449045304933
0.6105302436231086,0.6097449082234461
0.6105302436231086,0.6097449046339736
0.6105302436231086,0.6097449045304933
0.6105302436231086,0.6097449045304933
0.6105302436231086,0.6097449045304933
0.6105302436231086,0.6097449045304933
0.6105302436231086,0.6097449045304933
0.6105302436231086,0.6097449045304933
0.6105302436231086,0.6097449045304933
0.6105302436231086,0.6097449045304933
0.6105302436231086,0.6097449045304933
0.6105302436231086,0.6097449045304933
0.6105302436231086,0.6097449045304933
0.6105302436231086,0.6097449045304933
0.6105302436231086,0.6097449045304933
0.6105302436231086,0.6097449082234461
